modelo;ID;ITERACAO;PARAM_ATUAL;MPA_ATUAL;PARAM_MELHOR;MPA_MELHOR;Unnamed: 0
log_sarimax_simulated_annealing_12m;0;25;11011001111111101101010101;0.1245714042754165;11011001111111101101010101;0.1245714042754165;48.0
log_sarimax_simulated_annealing_12m;1;98;10100001000100001101011111;0.1154763688809565;10100001000100001101011111;0.1154763688809565;220.0
log_sarimax_simulated_annealing_12m;2;17;11001001000111111101001101;0.1138308597880252;11001001000111111101001101;0.1138308597880252;238.0
log_sarimax_simulated_annealing_12m;3;66;01000001000001111101000110;0.1259683747841014;01000001000001111101000110;0.1259683747841014;386.0
log_sarimax_simulated_annealing_12m;4;54;01101001000100111111001101;0.1274508150300827;01101001000100111111001101;0.1274508150300827;473.0
log_sarimax_simulated_annealing_12m;5;15;00000010011100110101101101;0.1188800719928742;00000010011100110101101101;0.1188800719928742;533.0
log_sarimax_simulated_annealing_12m;6;80;00000010011100111111001110;0.1284344131330864;00000010011100111111001110;0.1284344131330864;697.0
log_sarimax_simulated_annealing_12m;7;65;01011000011011110111100110;0.1257271447287823;01011000011011110111100110;0.1257271447287823;781.0
log_sarimax_simulated_annealing_12m;8;34;11101000111011010110101100;0.1385448975572291;11101000111011010110101100;0.1385448975572291;849.0
log_sarimax_simulated_annealing_12m;9;61;10010011111001100001101101;0.1226898394158556;10010011111001100001101101;0.1226898394158556;975.0
log_sarimax_simulated_annealing_12m;10;98;01001001011001101111111110;0.1308082720743024;01001001011001101111111110;0.1308082720743024;1111.0
log_sarimax_simulated_annealing_12m;11;16;01110000010011000000100111;0.1217559198272083;01110000010011000000100111;0.1217559198272083;1128.0
log_sarimax_simulated_annealing_12m;12;99;01111001010001000011011111;0.1183932082454323;01111001010001000011011111;0.1183932082454323;1310.0
log_sarimax_simulated_annealing_12m;13;100;01011001001100110111000101;0.122079930964142;01011001001100110111000101;0.122079930964142;1410.0
log_sarimax_simulated_annealing_12m;14;35;10100000000000010000100111;0.0968351098845842;10100000000000010000100111;0.0968351098845842;1444.0
log_sarimax_simulated_annealing_12m;15;23;11001001111001111001111000;0.1301344382334131;11001001111001111001111000;0.1301344382334131;1531.0
log_sarimax_simulated_annealing_12m;16;51;00111001010110110010010100;0.1638742949211006;00111001010110110010010100;0.1638742949211006;1658.0
log_sarimax_simulated_annealing_12m;17;83;10010001010011110101000101;0.1157581346789908;10010001010011110101000101;0.1157581346789908;1789.0
log_sarimax_simulated_annealing_12m;18;97;01001000010001011001000001;0.1345438828819507;01001000010001011001000001;0.1345438828819507;1902.0
log_sarimax_simulated_annealing_12m;19;27;01100001001000101100000000;0.1139204812556303;01100001001000101100000000;0.1139204812556303;1931.0
log_sarimax_simulated_annealing_12m;20;87;10010001011101100000110011;0.1199519298882677;10010001011101100000110011;0.1199519298882677;2090.0
log_sarimax_simulated_annealing_12m;21;99;01011001000111101101000010;0.112703788040751;01011001000111101101000010;0.112703788040751;2201.0
log_sarimax_simulated_annealing_12m;22;76;00101000001001100011001101;0.1251728463403651;00101000001001100011001101;0.1251728463403651;2277.0
log_sarimax_simulated_annealing_12m;23;75;01111010101010011001100110;0.1286851904402756;01111010101010011001100110;0.1286851904402756;2375.0
log_sarimax_simulated_annealing_12m;24;96;00111000111001101010101101;0.126550495060441;00111000111001101010101101;0.126550495060441;2495.0
log_sarimax_simulated_annealing_1m;0;65;01001100111111111111010010;0.0041449684153764;01001100111111111111010010;0.0041449684153764;
log_sarimax_simulated_annealing_1m;1;28;10010010100101001001000001;0.0048027581368917;10010010100101001001000001;0.0048027581368917;
log_sarimax_simulated_annealing_1m;2;29;11111001111001111110110101;0.0148194158830799;11111001111001111110110101;0.0148194158830799;
log_sarimax_simulated_annealing_1m;3;62;10100010011011011010111001;0.0011793452634776;10100010011011011010111001;0.0011793452634776;
log_sarimax_simulated_annealing_1m;4;37;00100100010010011001100011;0.0226495598891989;00100100010010011001100011;0.0226495598891989;
log_sarimax_simulated_annealing_1m;5;51;10110010001000100011011011;0.0039694388109883;10110010001000100011011011;0.0039694388109883;
log_sarimax_simulated_annealing_1m;6;54;11000001000001001100000000;0.0093295542818567;11000001000001001100000000;0.0093295542818567;
log_sarimax_simulated_annealing_1m;7;35;00100011110010010100011000;0.0295291132824805;00100011110010010100011000;0.0295291132824805;
log_sarimax_simulated_annealing_1m;8;81;01111011100000010010010010;0.0085828892350935;01111011100000010010010010;0.0085828892350935;
log_sarimax_simulated_annealing_1m;9;30;00111011001100111110101101;0.0290511441238774;00111011001100111110101101;0.0290511441238774;
log_sarimax_simulated_annealing_1m;10;8;00000000100111110100000110;0.0400611133057605;00000000100111110100000110;0.0400611133057605;
log_sarimax_simulated_annealing_1m;11;73;11110001100100110001010011;0.0221416741506898;11110001100100110001010011;0.0221416741506898;
log_sarimax_simulated_annealing_1m;12;66;00111010011111100111111100;0.0009653952891939;00111010011111100111111100;0.0009653952891939;
log_sarimax_simulated_annealing_1m;13;59;01101010011001000011010100;0.0012764636950638;01101010011001000011010100;0.0012764636950638;
log_sarimax_simulated_annealing_1m;14;94;01111001111111000011101000;0.005720274663082;01111001111111000011101000;0.005720274663082;
log_sarimax_simulated_annealing_1m;15;41;00101010110111001101100110;0.005567933673209;00101010110111001101100110;0.005567933673209;
log_sarimax_simulated_annealing_1m;16;34;10110110011010000001110111;0.0793840249488043;10110110011010000001110111;0.0793840249488043;
log_sarimax_simulated_annealing_1m;17;20;10011100101001111110000110;0.0005732292297725;10011100101001111110000110;0.0005732292297725;
log_sarimax_simulated_annealing_1m;18;10;00000101101100011101010111;0.0008960898394408;00000101101100011101010111;0.0008960898394408;
log_sarimax_simulated_annealing_1m;19;60;11100010100011110101000001;0.0061038643680369;11100010100011110101000001;0.0061038643680369;
log_sarimax_simulated_annealing_1m;20;7;11011101011000101011101111;0.0533900579553734;11011101011000101011101111;0.0533900579553734;
log_sarimax_simulated_annealing_1m;21;20;10111010111110100001111001;0.0070819697750089;10111010111110100001111001;0.0070819697750089;
log_sarimax_simulated_annealing_1m;22;8;11011100101100110111000101;0.0021185797801544;11011100101100110111000101;0.0021185797801544;
log_sarimax_simulated_annealing_1m;23;65;01111010000101101001001011;0.0009451679482998;01111010000101101001001011;0.0009451679482998;
log_sarimax_simulated_annealing_1m;24;89;00100100111010010101100000;0.0588818143439149;00100100111010010101100000;0.0588818143439149;
log_sarimax_simulated_annealing_6m;0;42;11001000010010001000101100;0.0497991568329019;11001000010010001000101100;0.0497991568329019;
log_sarimax_simulated_annealing_6m;1;68;11101000000000101000111010;0.0500645295019372;11101000000000101000111010;0.0500645295019372;
log_sarimax_simulated_annealing_6m;2;24;10111001101010100100000110;0.0418386606478457;10111001101010100100000110;0.0418386606478457;
log_sarimax_simulated_annealing_6m;3;70;00100000010000010011001001;0.1076629556721882;00100000010000010011001001;0.1076629556721882;
log_sarimax_simulated_annealing_6m;4;39;01111010011101101001000110;0.0324873053180886;01111010011101101001000110;0.0324873053180886;
log_sarimax_simulated_annealing_6m;5;65;01110000001001000011100111;0.0465784383027114;01110000001001000011100111;0.0465784383027114;
log_sarimax_simulated_annealing_6m;6;37;00000010000010111011010001;0.1086500189351556;00000010000010111011010001;0.1086500189351556;
log_sarimax_simulated_annealing_6m;7;83;01000000000010010110001110;0.0951849905737206;01000000000010010110001110;0.0951849905737206;
log_sarimax_simulated_annealing_6m;8;87;10111000111010111010100001;0.0703374103706501;10111000111010111010100001;0.0703374103706501;
log_sarimax_simulated_annealing_6m;9;62;10101001011010001010010000;0.0568987084465697;10101001011010001010010000;0.0568987084465697;
log_sarimax_simulated_annealing_6m;10;28;10110000011011100011011110;0.0626292343499122;10110000011011100011011110;0.0626292343499122;
log_sarimax_simulated_annealing_6m;11;8;10011001111000001010011101;0.067241555465166;10011001111000001010011101;0.067241555465166;
log_sarimax_simulated_annealing_6m;12;36;01010011001011111001111100;0.0571205134919016;01010011001011111001111100;0.0571205134919016;
log_sarimax_simulated_annealing_6m;13;29;10100100010110110111100100;0.7193398304839849;10100100010110110111100100;0.7193398304839849;
log_sarimax_simulated_annealing_6m;14;21;00010010000011010010011111;0.1155889211626731;00010010000011010010011111;0.1155889211626731;
log_sarimax_simulated_annealing_6m;15;80;10001001001001111111001101;0.0785485563097289;10001001001001111111001101;0.0785485563097289;
log_sarimax_simulated_annealing_6m;16;49;01001010111000001111101110;0.1057311365977568;01001010111000001111101110;0.1057311365977568;
log_sarimax_simulated_annealing_6m;17;26;11000010010101100110000111;0.0482443066072853;11000010010101100110000111;0.0482443066072853;
log_sarimax_simulated_annealing_6m;18;97;10001000001101010001011110;0.0523860671364829;10001000001101010001011110;0.0523860671364829;
log_sarimax_simulated_annealing_6m;19;46;11000000101010011110101001;0.0640866492592055;11000000101010011110101001;0.0640866492592055;
log_sarimax_simulated_annealing_6m;20;31;11100001101000010011000100;0.0757493226722238;11100001101000010011000100;0.0757493226722238;
log_sarimax_simulated_annealing_6m;21;38;10110001111001001010011100;0.0402720830982311;10110001111001001010011100;0.0402720830982311;
log_sarimax_simulated_annealing_6m;22;85;10110001011101100101000111;0.0439963394530836;10110001011101100101000111;0.0439963394530836;
log_sarimax_simulated_annealing_6m;23;69;10101100001001110111100010;0.4992821282459723;10101100001001110111100010;0.4992821282459723;
log_sarimax_simulated_annealing_6m;24;12;11101011011111001000011110;0.1314388275833993;11101011011111001000011110;0.1314388275833993;
