;ID;ITERACAO;PARAM_ATUAL;MPA_ATUAL;PARAM_MELHOR;MPA_MELHOR
0;0;1;11111001111001100000110111;0.9928380005152668;11111001111001100000110111;0.9928380005152668
1;1;1;00110110110111101001010100;1033.0925326023143;00110110110111101001010100;1033.0925326023143
2;2;1;11000101000011100111001111;108.13460259393662;11000101000011100111001111;108.13460259393662
3;3;1;11010111001001110001010111;9299.382157103966;11010111001001110001010111;9299.382157103966
4;4;1;01010100001001110110001000;1135.2751532092636;01010100001001110110001000;1135.2751532092636
5;5;1;00001010110100010001101100;0.15458202917498573;00001010110100010001101100;0.15458202917498573
6;6;1;11101111000110010101101000;72819.90910255488;11101111000110010101101000;72819.90910255488
7;7;1;11011101010001101111110001;1339945.7665242993;11011101010001101111110001;1339945.7665242993
8;8;1;11011000101100010110110000;0.1978616797323354;11011000101100010110110000;0.1978616797323354
9;9;1;10000011100111000010101011;161.29444882037555;10000011100111000010101011;161.29444882037555
10;10;1;10100001100010000000111100;1.494558693191883;10100001100010000000111100;1.494558693191883
11;11;1;11110010000000000000001101;1.6160362841969886;11110010000000000000001101;1.6160362841969886
12;12;1;10010001100011100101101101;1.2486388719227106;10010001100011100101101101;1.2486388719227106
13;13;1;10010111000101001001100111;1.9734848466768551e+130;10010111000101001001100111;1.9734848466768551e+130
14;14;1;00100000100001001000010001;0.1397682963165166;00100000100001001000010001;0.1397682963165166
15;15;1;10000101101101110011111001;399.886264874724;10000101101101110011111001;399.886264874724
16;16;1;10101111000110000111101000;2.022867273773909e+25;10101111000110000111101000;2.022867273773909e+25
17;17;1;10011101010101100110110000;1704.18802768186;10011101010101100110110000;1704.18802768186
18;18;1;11111000001101010101010010;1.213814617579849;11111000001101010101010010;1.213814617579849
19;19;1;00001111000000100101000001;99999.0;00001111000000100101000001;99999.0
20;20;1;10110001110001000000111001;4.809415990749745;10110001110001000000111001;4.809415990749745
21;21;1;01010001111010101100000001;317.29121021428057;01010001111010101100000001;317.29121021428057
22;22;1;11110001010101110011001011;0.6610498766835212;11110001010101110011001011;0.6610498766835212
23;23;1;11110010000010110001010010;16.4322549510255;11110010000010110001010010;16.4322549510255
24;24;1;10011100001000000111000001;61113.88436107815;10011100001000000111000001;61113.88436107815
25;0;2;11111001111011100000110111;0.2757060979701549;11111001111011100000110111;0.2757060979701549
26;0;3;11111001111011100000100111;0.2757060979701549;11111001111011100000100111;0.2757060979701549
27;0;4;11111001111011101000100111;0.2757060979701549;11111001111011101000100111;0.2757060979701549
28;0;5;11111001111001101000100111;0.9928380005152668;11111001111001101000100111;0.9928380005152668
29;0;6;11111001111101101000100111;0.7342572472000418;11111001111101101000100111;0.7342572472000418
30;0;7;11111001111101101000101111;0.7342572472000418;11111001111101101000101111;0.7342572472000418
31;0;8;11111001111101101000001111;0.7342572472000418;11111001111101101000001111;0.7342572472000418
32;0;9;11111001111100101000001111;1.3274553219884966;11111001111101101000001111;0.7342572472000418
33;0;10;11111001111101101000000111;0.7342572472000418;11111001111101101000000111;0.7342572472000418
34;0;11;11111001111101101100000111;0.2223017124204809;11111001111101101100000111;0.2223017124204809
35;0;12;11111101111101101100000111;2251915.002796195;11111001111101101100000111;0.2223017124204809
36;0;13;11111001111101101101000111;0.1515401443867547;11111001111101101101000111;0.1515401443867547
37;0;14;11111001011101101101000111;0.18317138375451847;11111001111101101101000111;0.1515401443867547
38;0;15;11111001111111101101000111;0.1649788579708475;11111001111111101101000111;0.1649788579708475
39;0;16;11111011111111101101000111;14.194596863433025;11111001111111101101000111;0.1649788579708475
40;0;17;11111001110111101101000111;0.17184492226868228;11111001111111101101000111;0.1649788579708475
41;0;18;11011001111111101101000111;0.15442389254469566;11011001111111101101000111;0.15442389254469566
42;0;19;11011001110111101101000111;0.18042716931354688;11011001111111101101000111;0.15442389254469566
43;0;20;11011001111111101001000111;0.20059423152546263;11011001111111101101000111;0.15442389254469566
44;0;21;11011001111111101101010111;0.15442389254469566;11011001111111101101010111;0.15442389254469566
45;0;22;11011001111111111101010111;0.1860108281160164;11011001111111101101010111;0.15442389254469566
46;0;23;11011001110111101101010111;0.18042716931354688;11011001111111101101010111;0.15442389254469566
47;0;24;11011001111111101001010111;0.20059423152546263;11011001111111101101010111;0.15442389254469566
48;0;25;11011001111111101101010101;0.1245714042754165;11011001111111101101010101;0.1245714042754165
49;0;26;11111001111111101101010101;0.7277223039413855;11011001111111101101010101;0.1245714042754165
50;0;27;11011001111111101101010100;0.1245714042754165;11011001111111101101010100;0.1245714042754165
51;0;28;11111001111111101101010100;0.7277223039413855;11011001111111101101010100;0.1245714042754165
52;0;29;11011001111111101101000100;0.1245714042754165;11011001111111101101000100;0.1245714042754165
53;0;30;11011001111111101101100100;0.1245714042754165;11011001111111101101100100;0.1245714042754165
54;0;31;11011001110111101101100100;6.0639669247679455;11011001111111101101100100;0.1245714042754165
55;0;32;11011001111111101101100110;0.15442389254469566;11011001111111101101100100;0.1245714042754165
56;0;33;11011001111111001101100100;0.1245714042754165;11011001111111001101100100;0.1245714042754165
57;0;34;11111001111111001101100100;0.7277223039413855;11011001111111001101100100;0.1245714042754165
58;0;35;11011001011111001101100100;0.20193432563906244;11011001111111001101100100;0.1245714042754165
59;0;36;11011001111011001101100100;0.252862449917429;11011001111111001101100100;0.1245714042754165
60;0;37;11011001111111001001100100;0.19486401698118208;11011001111111001101100100;0.1245714042754165
